trip,yyyy,mm,dd,rhtimei,plantID,fam,gen,epi,ssp,spcod,mtime,rhtimef,ltype,scan,nleaf,nlunit,npet,muf,mup,cii,ef,ttype,td,tl,tmu,tv,tdm,ldm,pdm,prob,checkID
7,2017,8,3,1630,220487,Sapindaceae,Talisia,cerasina,,SAPI_Talcer,3410,1780,compound,ok?,1,,1,1447,280,1,235,branch,NA,NA,NA,NA,NA,775,161,qr;rgr,
7,2017,8,3,1630,220491,Lauraceae,,,,,4054,2424,simple,ok,10,10,10,579,36,1.5,195,branch,531,108,266,234,151,285,12,,yes
7,2017,8,3,1630,220493,Clusiaceae,Dystovomita,brasiliensis,,CLUS_Dysbra,4405,2775,simple,ok,2,2,2,2509,203,1.5,313,branch,929,104,847,729,432,974,59,,
7,2017,8,3,1630,220496,Burseraceae,Protium,opacum,,BURS_Proopa,3303,1673,odd-pinnate,ok?,1,,1,749,124,1.5,159,branch,411,108,180,161,87,338,42,trait,
7,2017,8,3,1630,220507,Putranjivaceae,Drypetes,variabilis,,PUTR_Dryvar,3750,2120,simple,ok,5,5,5,757,27,1,200,branch,452,83,189,167,105,307,8,qr,
7,2017,8,3,1630,220508,Sapotaceae,Pouteria,petiolata,,SAPO_Poupet,4325,2695,simple,ok,3,3,3,462,41,1,175,branch,560,99,278,244,150,231,15,trait,ok
7,2017,8,3,1630,220510,Myrtaceae,Eugenia,cupulata,,MYRT_Eugcup,4310,2680,simple,ok,5,5,5,798,43,1.5,164,branch,588,101,335,284,170,386,14,,
7,2017,8,3,1630,220512,Melastomataceae,Mouriri,duckeana/duckeanoides PP,,MELA_Mouduc,3202,1572,simple,ok,17,17,17,187,2,1.25,153,branch,NA,NA,NA,NA,NA,83,0,,ok
7,2017,8,3,1630,220513,Euphorbiaceae,Micrandropsis,scleroxylon,,EUPH_Micscl,4210,2580,simple,ok,5,5,5,1079,75,1.5,206,branch,501,85,186,164,97,466,24,rgr;tap,
7,2017,8,3,1630,220521,Fabaceae,Peltogyne,venosa/catingae PP,,FABA_Pelven,3808,2178,geminated,ok?,3,,3,719,81,1,155,branch,468,93,241,201,145,287,31,rgr,yes
7,2017,8,3,1630,220523,Meliaceae,Trichilia,pallida,,MELI_Tripal,3725,2095,compound,ok?,1,,1,1432,331,1.25,165,branch,NA,NA,NA,NA,NA,548,117,,
7,2017,8,3,1630,220526,Fabaceae,Tachigali,plumbea,,FABA_Tacplu,4005,2375,even-pinnate,ok?,1,,1,2731,772,1,178,branch,NA,NA,NA,NA,NA,1289,349,,
7,2017,8,3,1630,220527,Myrtaceae,Myrcia,grandis,,MYRT_Myrgra,3852,2222,simple,ok,10,10,10,293,8,1,253,branch,595,113,409,334,248,153,4,,
7,2017,8,5,1630,220533,Elaeocarpaceae,Sloanea,guianensis,,ELAE_Slogui,3310,1680,NA,ok,4,,4,459,35,NA,147,branch,379,105,147,128,71,238,15,trait,
7,2017,8,5,1630,220535,Chrysobalanaceae,Licania,coriacea,,CHRY_Liccor,3840,2210,NA,ok,5,,5,372,11,NA,222,branch,484,96,188,182,118,170,5,,ok
7,2017,8,3,1630,220538,Fabaceae,Inga,rubiginosa,,FABA_Ingrub,3420,1790,even-pinnate,ok?,1,,1,623,111,1,194,branch,NA,NA,NA,NA,NA,252,40,,
7,2017,8,3,1630,220539,Burseraceae,Protium,ferrugineum,,BURS_Profer,3425,1795,odd-pinnate,ok?,1,,1,442,71,1,144,branch,594,108,332,316,202,209,31,,ok
7,2017,8,3,1630,220540,Elaeocarpaceae,Sloanea,laxiflora,,ELAE_Slolax,4314,2684,simple,ok,5,5,5,646,47,1,183,branch,616,98,316,292,164,319,19,qr,
7,2017,8,3,1630,220546,Sapotaceae,Pouteria,coriacea,,SAPO_Poucor,3734,2104,simple,ok,5,5,5,566,22,1.25,180,branch,337,100,122,102,61,242,7,,
7,2017,8,3,1630,220556,Annonaceae,Duguetia,chrysea,,ANNO_Dugchr,4320,2690,simple,ok,7,7,7,324,9,1,140,branch,426,99,177,161,95,163,5,,ok
7,2017,8,3,1630,220557,Sapindaceae,Talisia,cerasina,,SAPI_Talcer,3520,1890,compound,ok?,1,,1,1612,292,1,163,branch,NA,NA,NA,NA,NA,805,153,,
7,2017,8,3,1630,220560,Sapotaceae,Pouteria,transparente PP,,SAPO_Poutra,3935,2305,simple,ok,5,5,5,304,25,1.25,149,branch,364,100,130,114,59,130,6,,
7,2017,8,3,1630,220561,Violaceae,Amphirrhox,longifolia,,VIOL_Amplon,3900,2270,simple,ok,5,5,5,788,40,1.25,217,branch,485,110,248,220,123,294,12,,
7,2017,8,3,1630,220566,Euphorbiaceae,Pausandra,macropetala,,EUPH_Paumac,3757,2127,simple,ok,1,1,1,1592,140,1.25,211,branch,NA,NA,NA,NA,NA,774,52,,
7,2017,8,3,1630,220568,Fabaceae,Inga,capitata,,FABA_Ingcap,4115,2485,even-pinnate,ok?,2,,2,948,102,1.25,228,branch,610,100,292,278,150,288,28,,
7,2017,8,3,1630,220574,Chrysobalanaceae,,,,,4423,2793,simple,ok,7,7,7,497,19,1,139,branch,653,94,365,310,211,258,6,light;arch,yes
7,2017,8,3,1630,220576,Burseraceae,Protium,opacum,,BURS_Proopa,3400,1770,odd-pinnate,ok?,1,,1,484,142,1,153,branch,NA,NA,NA,NA,NA,218,51,,
7,2017,8,3,1630,220578,Erythroxylaceae,Erythroxylum,macrophyllum,,ERYT_Erymac,4145,2515,simple,ok,3,3,3,819,31,1,321,branch,544,111,330,304,152,326,8,trait,ok
7,2017,8,3,1630,220582,Sapindaceae,Cupania,sp.1/rubiginosa/scrobicula.PFRD,,SAPI_Cupsrs,3940,2310,compound,ok?,1,,1,822,415,1.25,163,branch,NA,NA,NA,NA,NA,390,159,,ok
7,2017,8,3,1630,220596,Malvaceae,Lueheopsis,rosea,,MALV_Lueros,3457,1827,simple,ok,5,5,5,432,29,1,195,branch,424,102,170,154,69,197,8,qr;trait,ok
7,2017,8,3,1630,220604,Ochnaceae,Ouratea,coccinea,,OCHN_Ourcoc,4142,2512,simple,ok,5,5,5,267,7,1,188,branch,474,86,212,184,131,140,2,trait,
7,2017,8,3,1630,220605,Lecythidaceae,Eschweilera,pedicellata,,LECY_Escped,3321,1691,simple,ok,6,6,6,426,12,1,181,branch,702,99,454,402,240,193,4,,
7,2017,8,3,1630,220609,Chrysobalanaceae,Hirtella,myrmecophila,,CHRY_Hirmyr,4137,2507,simple,ok,5,5,5,379,20,1,144,branch,429,107,199,170,112,176,6,rgr;mstem,
7,2017,8,3,1630,220615,Myristicaceae,Virola,guggenheimii,,MYRI_Virgug,4446,2816,simple,ok,3,3,3,2603,155,1,117,branch,767,113,461,502,201,1066,34,,
7,2017,8,3,1630,220620,Fabaceae,Peltogyne,venosa/catingae PP,,FABA_Pelven,3830,2200,geminated,ok?,3,,3,360,48,1,140,branch,313,98,103,86,54,166,20,,yes
7,2017,8,3,1630,220635,Fabaceae,Zygia,racemosa,,FABA_Zygrac,3225,1595,bipinnated,ok?,2.5,,5,398,87,1,175,branch,386,89,147,128,80,171,33,rgr,ok
7,2017,8,3,1630,220640,Sapotaceae,Pouteria,campanulata,,SAPO_Poucam,3335,1705,simple,ok,3,3,3,1262,112,1,222,branch,504,89,211,222,101,564,37,,ok
7,2017,8,3,1630,220641,Sapotaceae,,,,,4034,2404,simple,ok,6,6,6,738,54,1,149,branch,493,113,317,282,182,377,20,qr,yes
7,2017,8,3,1630,220656,Myrtaceae,Myrcia,magnoliifolia,,MYRT_Myrmag,4025,2395,simple,ok,5,5,5,802,36,1,218,branch,380,100,137,123,73,342,13,,
7,2017,8,3,1630,220657,Annonaceae,Guatteria,olivacea,forma Plateau MV,ANNO_Guaoli,4023,2393,simple,ok,5,5,5,449,9,1,163,branch,402,100,137,123,68,168,2,trait,yes
7,2017,8,3,1630,220658,Myristicaceae,Iryanthera,laevis,,MYRI_Irylae,3440,1810,simple,"ok, but image had wrong id (220656)",5,5,5,347,14,1,166,branch,433,98,154,146,71,151,5,,
7,2017,8,3,1630,220660,Sapotaceae,Pouteria,campanulata,,SAPO_Poucam,3427,1797,simple,ok,5,5,5,1199,64,1,214,branch,365,92,133,118,61,492,18,rgr,ok
7,2017,8,3,1630,220664,Myrtaceae,Myrcia,paivae,,MYRT_Myrpai,3450,1820,simple,ok,9,9,9,163,4,1,138,branch,206,101,48,46,24,76,1,,
7,2017,8,3,1630,220667,Fabaceae,Dipteryx,odorata,,FABA_Dipodo,3525,1895,compound,ok?,1,,1,1154,345,1,152,branch,NA,NA,NA,NA,NA,486,118,qr,ok
7,2017,8,3,1630,220677,Fabaceae,Inga,capitata,,FABA_Ingcap,3330,1700,even-pinnate,ok?,1.5,,3,531,154,1.5,214,branch,743,101,472,461,234,201,58,,
7,2017,8,3,1630,220687,Myrtaceae,Myrcia,rufipila,,MYRT_Myrruf,3738,2108,simple,ok,20,20,20,415,10,1,185,branch,616,96,377,305,252,226,6,,ok
7,2017,8,3,1630,220694,Myristicaceae,Iryanthera,laevis,,MYRI_Irylae,4105,2475,simple,ok,5,5,5,663,48,1.5,239,branch,474,101,216,216,106,300,14,qr;trait,
7,2017,8,3,1630,220695,Burseraceae,Protium,paniculatum,modestum,BURS_Propan-M,3638,2008,odd-pinnate,ok?,1,,2,606,278,1.5,176,branch,NA,NA,NA,NA,NA,342,134,,ok
7,2017,8,3,1630,220696,Burseraceae,Protium,,,,3630,2000,compound,ok?,0.5,,1,629,500,1.5,144,branch,NA,NA,NA,NA,NA,314,207,,YES
7,2017,8,3,1630,220698,Sapotaceae,Micropholis,guyanensis,guyanensis,SAPO_Micguy-g,4048,2418,simple,ok,10,10,10,580,22,1,217,branch,507,109,236,215,125,256,6,qr,ok
7,2017,8,3,1630,220699,Fabaceae,Hymenaea,parvifolia,,FABA_Hympar,4110,2480,geminated,ok?,8,,8,333,11,1.25,133,branch,503,86,249,203,164,155,4,,
7,2017,8,3,1630,220710,Burseraceae,Protium,ferrugineum,,BURS_Profer,3730,2100,odd-pinnate,ok?,1,,1,861,259,1.5,128,branch,NA,NA,NA,NA,NA,452,132,,ok
7,2017,8,5,1630,220712,Ochnaceae,Ouratea,coccinea,,OCHN_Ourcoc,4410,2780,simple,ok,5,5,5,1348,65,1.25,261,branch,549,111,327,297,176,653,27,rgr,
7,2017,8,5,1630,220720,Lauraceae,Aniba,sp.1.FITO,,LAUR_Anisp1,4039,2409,simple,ok,10,10,10,236,12,1,175,branch,526,102,265,246,142,100,5,,
7,2017,8,5,1630,220721,Moraceae,Naucleopsis,caloneura,escabra PP,MORA_Naucal-e,4200,2570,simple,ok,3,3,3,2269,192,1.5,326,branch,1040,110,970,932,430,940,49,,ok
7,2017,8,5,1630,220727,Euphorbiaceae,Pausandra,macropetala,,EUPH_Paumac,3800,2170,simple,ok,2,2,2,1731,193,3,194,branch,NA,NA,NA,NA,NA,825,61,,
7,2017,8,5,1630,220734,Lecythidaceae,Eschweilera,grandiflora,,LECY_Escgra,3319,1689,simple,ok,3,3,3,627,32,1,171,branch,522,94,264,235,112,277,11,,YES
7,2017,8,5,1630,220736,Lecythidaceae,Eschweilera,grandiflora,,LECY_Escgra,3847,2217,simple,ok,5,5,5,1123,94,1,179,branch,791,99,585,527,306,533,37,,
7,2017,8,5,1630,220738,Melastomataceae,Miconia,punctata,,MELA_Micpun,4429,2799,simple,"ok, but image 002 had wrong id (220378)",8,8,8,455,13,1,162,branch,389,108,155,137,84,249,4,,YES
7,2017,8,5,1630,220739,Elaeocarpaceae,Sloanea,sp.12.FITO,,ELAE_Slos12,3340,1710,simple,ok,2,2,2,426,35,1,154,branch,NA,NA,NA,NA,NA,215,13,trait,ok
7,2017,8,5,1630,ok,Ochnaceae,Ouratea,discophora,,OCHN_Ourdis,4436,2806,simple,ok,5,5,5,1123,42,1,239,branch,730,105,545,495,NA,581,21,,
7,2017,8,5,1630,220762,Ochnaceae,Ouratea,discophora,,OCHN_Ourdis,4155,2525,simple,ok,5,5,5,737,16,1.25,219,branch,642,117,422,358,249,350,8,,
7,2017,8,5,1630,220763,Lecythidaceae,Eschweilera,pedicellata,,LECY_Escped,3314,1684,simple,ok,5,5,5,244,8,1,124,branch,416,99,166,141,93,103,2,trait,
7,2017,8,5,1630,220777,Chrysobalanaceae,Licania,heteromorpha,,CHRY_Lichet,4443,2813,simple,ok,5,5,5,563,48,1.25,208,branch,413,100,186,160,101,275,18,,
7,2017,8,5,1630,220778,Burseraceae,Protium,opacum,,BURS_Proopa,4257,2627,odd-pinnate,ok?,1,,2,693,169,1.5,150,branch,401,110,177,162,81,276,67,,
7,2017,8,5,1630,220779,Fabaceae,Inga,gracilifolia,,FABA_Inggra,3215,1585,even-pinnate,ok?,5,,5,428,64,1.75,210,branch,434,104,209,186,111,154,19,qr,ok
7,2017,8,5,1630,220782,Lecythidaceae,Eschweilera,amazoniciformis,,LECY_Escama,3237,1607,simple,ok,20,20,20,214,5,1.5,165,branch,314,90,101,88,55,122,2,,
7,2017,8,5,1630,220789,Sapotaceae,Manilkara,bidentata,,SAPO_Manbid,4439,2809,simple,ok,3,3,3,1545,206,1,261,branch,559,109,367,333,183,686,64,,yes
7,2017,8,5,1630,220812,Lauraceae,,,,,4416,2786,simple,ok,10,10,10,671,26,1.5,159,branch,426,110,202,171,112,320,11,qr;rgr,yes
7,2017,8,5,1630,220861,Violaceae,Rinorea,guianensis,,VIOL_Ringui,3835,2205,simple,ok,5,5,5,327,10,1.25,147,branch,338,98,106,86,47,100,3,,
7,2017,8,5,1630,220871,Fabaceae,Bocoa,viridiflora,,FABA_Bocvir,3415,1785,compound,ok?,1,,1,740,121,1,149,branch,NA,NA,NA,NA,NA,358,56,,ok
7,2017,8,5,NA,220872,Sapindaceae,Talisia,sp.6.FITO,,SAPI_Talsp6,NA,NA,compound,NA,NA,,NA,NA,NA,1.5,NA,branch,NA,NA,NA,NA,NA,NA,NA,,NA
7,2017,8,5,1630,220878,Lecythidaceae,Gustavia,elliptica,,LECY_Gusell,4219,2589,simple,ok,9,9,9,668,43,1,169,branch,563,107,338,301,140,230,12,mstem,YES
7,2017,8,5,1630,220880,Sapotaceae,Pouteria,ambelaniifolia,,SAPO_Pouamb,4236,2606,simple,"ok, but image had wrong id (220800)",3,3,3,1424,226,1,226,branch,615,110,382,333,209,668,79,,
7,2017,8,5,1630,220886,Malvaceae,Theobroma,sylvestre,,MALV_Thesyl,4150,2520,simple,ok,5,5,5,849,64,1.5,204,branch,410,103,160,166,67,370,17,,
7,2017,8,5,1630,220889,Sapindaceae,Cupania,hispida,,SAPI_Cuphis,3957,2327,compound,ok?,1,,1,1391,682,1.75,202,branch,NA,NA,NA,NA,NA,566,207,,ok
7,2017,8,5,1630,220914,Moraceae,Naucleopsis,caloneura,escabra PP,MORA_Naucal-e,4215,2585,simple,ok,5,5,5,1088,40,1.5,231,branch,576,114,307,292,153,485,12,,ok
7,2017,8,5,1630,220916,Myrtaceae,Myrcia,paivae,,MYRT_Myrpai,3817,2187,simple,ok,10,10,10,289,8,1.5,140,branch,495,98,231,209,117,150,4,,
7,2017,8,5,1630,220919,Burseraceae,Protium,hebetatum,,BURS_Proheb,3805,2175,odd-pinnate,ok?,1,,1,407,89,1.5,146,branch,757,99,496,450,259,210,36,,
7,2017,8,5,1630,220920,Moraceae,Sorocea,muriculata,muriculata,MORA_Sormur-m,3823,2193,simple,ok,10,10,10,362,8,1,128,branch,458,78,169,146,88,166,2,,yes
7,2017,8,5,1630,220923,Humiriaceae,Endopleura,uchi,,HUMI_Enduch,3815,2185,simple,ok,5,5,5,906,47,1,127,branch,509,113,278,339,158,473,18,,
7,2017,8,5,1630,220931,Anacardiaceae,Anacardium,parvifolium,,ANAC_Anapar,3505,1875,simple,ok,8,8,8,878,56,1,105,branch,605,108,348,323,201,382,16,light;qr;arch,
7,2017,8,5,1630,220938,Fabaceae,Inga,capitata,,FABA_Ingcap,3502,1872,even-pinnate,ok?,1,,2,586,143,1,202,branch,485,100,226,214,107,199,44,,
7,2017,8,5,1630,220940,Burseraceae,Protium,pilosum,,BURS_Propis,4248,2618,odd-pinnate,ok?,2,,2,469,80,1,158,branch,516,111,272,239,147,237,33,,yes
7,2017,8,5,1630,220941,Burseraceae,Protium,hebetatum,,BURS_Proheb,3531,1901,odd-pinnate,ok?,0.5,,1,527,348,1,110,branch,NA,NA,NA,NA,NA,281,163,trait,
7,2017,8,5,1630,220942,Sapindaceae,Talisia,mollis,,SAPI_Talmol,3528,1898,compound,ok?,1,,1,1087,387,1,192,branch,NA,NA,NA,NA,NA,590,215,qr,ok
7,2017,8,5,1630,220944,Violaceae,Amphirrhox,longifolia,,VIOL_Amplon,4253,2623,simple,image 001 missing,5,5,5,878,45,1,208,branch,546,108,335,300,170,333,17,,
7,2017,8,5,1630,220946,Dichapetalaceae,Tapura,guianensis,,DICH_Tapgui,4225,2595,simple,ok,4,4,4,653,20,1,299,branch,437,104,208,195,96,210,6,,
7,2017,8,5,1630,220950,Euphorbiaceae,Micrandropsis,scleroxylon,,EUPH_Micscl,4231,2601,simple,ok,5,5,5,1128,101,1.25,181,branch,597,105,369,320,217,538,36,,
6,2017,7,24,1120,230012,Fabaceae,Stryphnodendron,racemiferum,,FABA_Strrac,1953,833,bipinnated,ok?,0.5,,1,1152,753,1,144,branch,NA,NA,NA,NA,NA,423,281,qr,ok
6,2017,7,24,1120,230013,Fabaceae,Inga,paraensis,,FABA_Ingpar,1904,784,even-pinnate,ok?,1,,2,453,80,1,NA,branch,411,92,139,135,67,154,29,,
6,2017,7,24,1120,230014,Chrysobalanaceae,Licania,heteromorpha,heteromorpha FITO,CHRY_Lichet-h,NA,NA,simple,ok,5,5,5,523,24,1,181,branch,467,108,301,247,172,253,8,,YES
6,2017,7,24,1120,230019,Chrysobalanaceae,Licania,bracteata,,CHRY_Licbra,2010,890,simple,ok,5,5,5,1406,82,1,190,branch,441,91,174,145,92,737,27,,ok
6,2017,7,24,1120,230020,Lecythidaceae,Eschweilera,grandiflora,,LECY_Escgra,2000,880,simple,ok,5,5,5,1376,75,1,189,branch,659,101,387,352,178,675,30,,
6,2017,7,24,1120,230026,Lecythidaceae,Eschweilera,wachenheimii,,LECY_Escwac,1914,794,simple,ok,5,5,5,183,5,1,151,branch,542,99,263,240,131,83,2,,
6,2017,7,24,1120,230031,Annonaceae,Duguetia,flagellaris,,ANNO_Dugfla,2129,1009,simple,ok,4,4,4,380,26,1,189,branch,577,112,347,308,146,404,11,qr,
6,2017,7,24,1120,230036,Burseraceae,Protium,hebetatum,,BURS_Proheb,1949,829,odd-pinnate,ok?,1,,2,561,170,1,174,branch,492,92,215,197,92,268,63,,
6,2017,7,24,1120,230044,Chrysobalanaceae,Licania,membranacea,,CHRY_Licmem,2104,984,simple,ok,5,5,5,632,41,1.5,205,branch,403,100,183,141,112,308,15,,ok
6,2017,7,24,1120,230046,Chrysobalanaceae,Parinari,montana,,CHRY_Parmon,1940,820,simple,ok,9,9,9,675,19,1,204,branch,313,106,127,103,69,329,5,,ok
6,2017,7,24,1120,230047,Meliaceae,Trichilia,areolata,,MELI_Triare,1935,815,compound,ok?,3,,3,457,38,1,193,branch,487,96,230,200,119,195,16,,ok
6,2017,7,24,1120,230052,Fabaceae,Inga,paraensis,,FABA_Ingpar,NA,NA,even-pinnate,ok?,3,,3,1205,158,1,226,branch,555,105,309,319,144,434,59,,
6,2017,7,24,1120,230071,Fabaceae,Zygia,juruana,,FABA_Zygjur,NA,NA,geminate-pinnate,ok?,1,,1,877,96,1,160,branch,410,96,163,138,92,408,42,,
6,2017,7,24,1120,230084,Humiriaceae,Sacoglottis,guianensis,,HUMI_Sacgui,1850,730,simple,ok,10,10,10,363,9,1,184,branch,464,97,209,182,118,156,4,,ok
6,2017,7,24,1120,230096,Moraceae,Naucleopsis,caloneura,escabra PP,MORA_Naucal-e,NA,NA,simple,ok,5,5,5,1337,87,1,280,branch,655,112,480,443,228,654,27,,ok
6,2017,7,24,1120,230131,Nyctaginaceae,Neea,ovalifolia,B PP,NYCT_Neeova,1856,736,simple,ok,10,10,10,478,15,1,208,branch,371,114,182,157,100,180,4,,
6,2017,7,24,1120,230135,Myrtaceae,Myrcia,fenestrata,,MYRT_Myrfen,2131,1011,simple,ok,10,10,10,519,7,1,236,branch,386,107,150,125,91,232,3,,
6,2017,7,24,1120,230145,Myrtaceae,Eugenia,feijoi,,MYRT_Eugfei,1843,723,simple,ok,7,7,7,270,0,1,163,branch,468,99,218,181,126,119,2,,
6,2017,7,24,1120,230146,Chrysobalanaceae,Licania,membranacea,,CHRY_Licmem,1908,788,simple,ok,5,5,5,856,39,1,193,branch,464,89,203,157,123,387,14,,ok
6,2017,7,24,1120,230147,Chrysobalanaceae,Licania,coriacea,,CHRY_Liccor,1930,810,simple,ok,7,7,7,575,19,1,221,branch,435,103,179,152,107,273,9,,ok
6,2017,7,24,1120,230148,Burseraceae,Protium,hebetatum,,BURS_Proheb,2019,899,odd-pinnate,ok?,0.5,,1,544,319,1,156,branch,NA,NA,NA,NA,NA,307,145,,
6,2017,7,24,1120,230150,Sapindaceae,Talisia,cerasina,,SAPI_Talcer,2101,981,compound,ok?,1,,1,852,364,1,172,branch,NA,NA,NA,NA,NA,466,218,,
6,2017,7,24,1120,230151,Malpighiaceae,Pterandra,arborea,,MALP_Ptearb,1825,705,simple,image 002 missing,5,5,5,329,19,1,208,branch,625,93,355,312,174,131,6,,yes
6,2017,7,24,1120,230153,Elaeocarpaceae,Sloanea,pubescens,,ELAE_Slopub,2141,1021,simple,ok,2,2,2,848,126,1,289,branch,NA,NA,NA,NA,NA,402,43,trait,ok
6,2017,7,24,1120,230154,Lecythidaceae,Eschweilera,romeu-cardosoi,,LECY_Escrom,NA,NA,NA,ok,5,,5,653,NA,NA,213,branch,521,101,259,210,149,328,14,,
6,2017,7,24,1120,230158,Burseraceae,Protium,hebetatum,,BURS_Proheb,2106,986,odd-pinnate,ok?,1,,1,839,225,1,184,branch,553,106,369,321,177,459,96,,
6,2017,7,24,1120,230182,Sapotaceae,Pouteria,fulva,Forma A PP,SAPO_Pouful,2057,937,simple,ok,5,5,5,2871,198,2,225,branch,580,102,368,360,167,1153,61,,
6,2017,7,24,1120,230186,Sapotaceae,Pouteria,cladantha,,SAPO_Poucla,1831,711,simple,ok,5,5,5,378,16,1,213,branch,478,106,271,216,160,193,7,,
6,2017,7,24,1120,230209,Sapotaceae,Pouteria,erythrochrysa,,SAPO_Pouery,2121,1001,simple,ok,5,5,5,677,46,1,178,branch,425,100,188,156,96,321,18,,YES
6,2017,7,24,1120,230224,Melastomataceae,Henriettea,caudata,,MELA_Hencau,1806,686,simple,ok,5,5,5,603,37,1,139,branch,771,111,692,560,422,213,11,,ok
6,2017,7,24,1120,230234,Anacardiaceae,Astronium,lecointei,,ANAC_Astlec,1814,694,odd-pinnate,ok?,0.5,,1,368,239,1,114,branch,NA,NA,NA,NA,NA,168,107,qr,ok
6,2017,7,26,1500,230275,Salicaceae,Ryania,speciosa,,SALI_Ryaspe,3313,1813,simple,ok,9,9,9,535,12,1,144,branch,407,102,169,147,75,214,3,,
6,2017,7,26,1500,230279,Lecythidaceae,Eschweilera,wachenheimii,,LECY_Escwac,3308,1808,simple,ok,5,5,5,295,16,1.5,162,branch,675,101,439,388,246,113,4,,
6,2017,7,26,1500,230283,Siparunaceae,Siparuna,decipiens,,SIPA_Sipdec,3728,2228,simple,ok,5,5,5,1008,57,1,270,branch,418,111,170,156,66,267,14,qr;rgr,
6,2017,7,26,1500,230289,Fabaceae,Inga,sp.29.FITO,,FABA_Ings29,3951,2451,even-pinnate,ok?,2,,4,942,212,1.5,328,branch,589,108,362,392,183,413,86,,ok
6,2017,7,26,1500,230295,Melastomataceae,Henriettea,caudata,,MELA_Hencau,3243,1743,simple,ok,5,5,5,519,33,1.5,130,branch,545,107,349,289,199,163,7,,
6,2017,7,26,1500,230300,Fabaceae,Paramachaerium,ormosioides,forma A FITO,FABA_Parorm,3320,1820,compound,ok?,4,,4,578,65,1,128,branch,439,108,202,193,110,228,25,,ok
6,2017,7,26,1500,230303,Sapotaceae,Chrysophyllum,sparsiflorum,,SAPO_Chrspa,3350,1850,simple,ok,12,12,12,688,45,2,185,branch,389,106,168,153,78,230,10,,
6,2017,7,26,1500,230304,Chrysobalanaceae,Licania,sp.10.FITO,,CHRY_Lics10,3907,2407,simple,ok,6,6,6,449,21,2,182,branch,548,112,400,333,224,174,6,,ok
6,2017,7,26,1500,230314,Rubiaceae,Duroia,sp.2.FITO,,RUBI_Dursp2,3843,2343,simple,ok,8,8,8,888,52,2,166,branch,375,112,153,135,83,377,17,qr,ok
6,2017,7,26,1500,230315,Burseraceae,Protium,hebetatum,,BURS_Proheb,3255,1755,odd-pinnate,ok?,1,,1,685,202,1.5,143,branch,600,115,354,347,168,328,83,,
6,2017,7,26,1500,230319,Quiinaceae,Quiina,amazonica,,QUII_Quiama,3850,2350,simple,ok,10,10,10,200,4,1,134,branch,597,108,408,345,262,108,0,,
6,2017,7,26,1500,230323,Chrysobalanaceae,Licania,membranacea,,CHRY_Licmem,3829,2329,simple,ok,5,5,5,329,9,1.25,195,branch,383,110,231,191,144,149,3,,ok
6,2017,7,26,1500,230332,Annonaceae,Duguetia,flagellaris,,ANNO_Dugfla,3847,2347,simple,ok,4,4,4,474,18,1.5,184,branch,463,105,234,213,102,215,9,,
6,2017,7,26,1500,230338,Fabaceae,Sclerolobium,large.foliaceous.stipules.FITO,,FABA_Scllar,3837,2337,even-pinnate,ok?,0.5,,1,1262,1350,2,190,branch,NA,NA,NA,NA,NA,690,699,,ok
6,2017,7,26,1500,230343,Burseraceae,Protium,occultum,,BURS_Proocc,3654,2154,simple,ok,10,10,10,363,21,2,181,branch,367,107,151,132,83,191,9,qr,ok
6,2017,7,26,1500,230346,Myrtaceae,Eugenia,sp.2.PFRD,,MYRT_Eugsp2,3517,2017,simple,ok,7,7,7,949,24,1.5,244,branch,560,110,281,238,159,517,9,rgr,
6,2017,7,26,1500,230348,Burseraceae,Protium,nitidifolium,,BURS_Pronit,3922,2422,odd-pinnate,ok?,2,,2,3220,1161,2,178,branch,NA,NA,NA,NA,NA,1607,467,,ok
6,2017,7,26,1500,230373,Annonaceae,Fusaea,longifolia,,ANNO_Fuslon,3818,2318,simple,ok,6,6,6,578,22,2,170,branch,640,109,421,387,221,231,9,,
6,2017,7,26,1500,230379,Rubiaceae,Coussarea,sp.9.FITO,,RUBI_Cousp9,3747,2247,simple,ok,5,5,5,947,61,1.5,218,branch,473,96,244,218,92,311,14,,
6,2017,7,26,1500,230381,Lauraceae,Licaria,cannella,cannella,LAUR_Liccan,3927,2427,simple,ok,5,5,5,1148,74,2.5,274,branch,635,101,372,352,153,504,26,,ok
6,2017,7,26,1500,230387,Lacistemataceae,Lacistema,sp.1.FITO,,LACI_Lacsp1,3814,2314,simple,ok,6,6,6,1430,78,1.5,285,branch,638,103,374,352,178,450,20,,
6,2017,7,26,1500,230389,Melastomataceae,Miconia,punctata,,MELA_Micpun,3359,1859,simple,ok,4,4,4,923,71,1.5,197,branch,111,208,210,178,97,370,20,,
6,2017,7,26,1500,230391,Burseraceae,Protium,occultum,,BURS_Proocc,3759,2259,simple,ok,6,6,6,375,20,1.5,141,branch,NA,NA,NA,NA,NA,203,10,,ok
6,2017,7,26,1500,230394,Annonaceae,Duguetia,guianensis,,ANNO_Duggui,3711,2211,simple,ok,5,5,5,1040,33,1.5,197,branch,720,107,482,461,226,498,11,,
6,2017,7,26,1500,230397,Fabaceae,Eperua,glabriflora,,FABA_Epegla,3856,2356,compound,ok?,2,,2,1572,267,1.5,197,branch,614,106,411,358,249,730,122,,
